query,_id,_score,name,symbol,ensembl.gene,entrezgene,notfound,ensembl
AC109927.1,None,None,None,None,None,None,True,None
AC109927.2,None,None,None,None,None,None,True,None
NOCT,25819,18.088593,nocturnin,NOCT,ENSG00000151014,25819,False,None
ELF2,1998,18.08543,E74 like ETS transcription factor 2,ELF2,ENSG00000109381,1998,False,None
MGARP,84709,18.3241,mitochondria localized glutamic acid rich protein,MGARP,ENSG00000137463,84709,False,None
NDUFC1,4717,17.890112,NADH:ubiquinone oxidoreductase subunit C1,NDUFC1,ENSG00000109390,4717,False,None
NAA15,80155,18.048027,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,ENSG00000164134,80155,False,None
AC097376.2,None,None,None,None,None,None,True,None
RAB33B,83452,18.170395,"RAB33B, member RAS oncogene family",RAB33B,ENSG00000172007,83452,False,None
SETD7,80854,17.584108,"SET domain containing 7, histone lysine methyltransferase",SETD7,ENSG00000145391,80854,False,None
AC112236.2,None,None,None,None,None,None,True,None
AC112236.1,None,None,None,None,None,None,True,None
MGST2,4258,17.976162,microsomal glutathione S-transferase 2,MGST2,ENSG00000085871,4258,False,None
MAML3,55534,17.64891,mastermind like transcriptional coactivator 3,MAML3,ENSG00000196782,55534,False,None
AC131182.1,None,None,None,None,None,None,True,None
SCOC,60592,18.11688,short coiled-coil protein,SCOC,ENSG00000153130,60592,False,None
SCOC-AS1,100129858,27.065735,SCOC antisense RNA 1,SCOC-AS1,ENSG00000196951,100129858,False,None
CLGN,4312,21.505455,matrix metallopeptidase 1,MMP1,ENSG00000196611,4312,False,None
MGAT4D,152586,18.313013,MGAT4 family member D,MGAT4D,ENSG00000205301,152586,False,None
ELMOD2,255520,17.583817,ELMO domain containing 2,ELMOD2,ENSG00000179387,255520,False,None
UCP1,7350,18.186003,uncoupling protein 1,UCP1,ENSG00000109424,7350,False,None
TBC1D9,23158,17.533587,TBC1 domain family member 9,TBC1D9,ENSG00000109436,23158,False,None
AC096733.1,None,None,None,None,None,None,True,None
AC096733.2,None,None,None,None,None,None,True,None
RNF150,57484,18.190502,ring finger protein 150,RNF150,ENSG00000170153,57484,False,None
ZNF330,27309,17.59712,zinc finger protein 330,ZNF330,ENSG00000109445,27309,False,None
AC107220.1,None,None,None,None,None,None,True,None
LINC02432,100507639,27.06384,long intergenic non-protein coding RNA 2432,LINC02432,ENSG00000248810,100507639,False,None
AC097504.2,None,None,None,None,None,None,True,None
LINC02276,ENSG00000250141,26.273949,long intergenic non-protein coding RNA 2276,LINC02276,ENSG00000250141,None,False,None
IL15,3600,17.964876,interleukin 15,IL15,ENSG00000164136,3600,False,None
INPP4B,8821,17.58829,inositol polyphosphate-4-phosphatase type II B,INPP4B,ENSG00000109452,8821,False,None
AC139720.2,None,None,None,None,None,None,True,None
AC139720.1,None,None,None,None,None,None,True,None
AC104596.1,None,None,None,None,None,None,True,None
USP38,84640,17.592968,ubiquitin specific peptidase 38,USP38,ENSG00000170185,84640,False,None
AC097658.2,None,None,None,None,None,None,True,None
GAB1,128869,21.77397,phosphatidylinositol glycan anchor biosynthesis class U,PIGU,ENSG00000101464,128869,False,None
SMARCA5,8467,17.656487,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",SMARCA5,ENSG00000153147,8467,False,None
SMARCA5-AS1,100128055,27.062708,SMARCA5 antisense RNA 1,SMARCA5-AS1,ENSG00000245112,100128055,False,None
FREM3,166752,18.126965,FRAS1 related extracellular matrix 3,FREM3,ENSG00000183090,166752,False,None
GYPE,2996,25.749779,glycophorin E (MNS blood group),GYPE,ENSG00000197465,2996,False,None
GYPB,2994,25.749779,glycophorin B (MNS blood group),GYPB,ENSG00000250361,2994,False,None
GYPA,2996,21.767828,glycophorin E (MNS blood group),GYPE,ENSG00000197465,2996,False,None
AC106871.1,None,None,None,None,None,None,True,None
HHIP-AS1,646576,27.063417,HHIP antisense RNA 1,HHIP-AS1,ENSG00000248890,646576,False,None
HHIP,64399,17.590967,hedgehog interacting protein,HHIP,ENSG00000164161,64399,False,None
ANAPC10,10393,17.553997,anaphase promoting complex subunit 10,ANAPC10,ENSG00000164162,10393,False,None
AC109811.1,None,None,None,None,None,None,True,None
ABCE1,6059,17.590967,ATP binding cassette subfamily E member 1,ABCE1,ENSG00000164163,6059,False,None
OTUD4,54726,17.697662,OTU deubiquitinase 4,OTUD4,ENSG00000164164,54726,False,None
LINC02266,105377466,27.06384,long intergenic non-protein coding RNA 2266,LINC02266,ENSG00000272727,105377466,False,None
SMAD1,2617,21.183205,glycyl-tRNA synthetase 1,GARS1,ENSG00000106105,2617,False,None
SMAD1-AS2,101927659,27.065735,SMAD1 antisense RNA 2,SMAD1-AS2,ENSG00000250582,101927659,False,None
SMAD1-AS1,104326058,27.063417,SMAD1 antisense RNA 1,SMAD1-AS1,ENSG00000250902,104326058,False,None
LINC02491,105377467,27.062708,long intergenic non-protein coding RNA 2491,LINC02491,None,105377467,False,None
MMAA,166785,17.57245,metabolism of cobalamin associated A,MMAA,ENSG00000151611,166785,False,None
AC093864.1,None,None,None,None,None,None,True,None
C4orf51,646603,22.295206,chromosome 4 open reading frame 51,C4orf51,ENSG00000237136,646603,False,None
ZNF827,152485,17.583372,zinc finger protein 827,ZNF827,ENSG00000151612,152485,False,None
AC104791.1,None,None,None,None,None,None,True,None
AC108206.1,None,None,None,None,None,None,True,None
AC097372.2,None,None,None,None,None,None,True,None
LINC01095,100505545,27.063417,long intergenic non-protein coding RNA 1095,LINC01095,ENSG00000248809,100505545,False,None
LSM6,11157,17.411163,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",LSM6,ENSG00000164167,11157,False,None
REELD1,345051,18.414745,reeler domain containing 1,REELD1,ENSG00000250673,345051,False,None
AC097372.1,None,None,None,None,None,None,True,None
SLC10A7,84068,17.629725,solute carrier family 10 member 7,SLC10A7,ENSG00000120519,84068,False,None
POU4F2,5458,17.676693,POU class 4 homeobox 2,POU4F2,ENSG00000151615,5458,False,None
TTC29,83894,17.614828,tetratricopeptide repeat domain 29,TTC29,ENSG00000137473,83894,False,None
AC092435.2,None,None,None,None,None,None,True,None
AC092435.1,None,None,None,None,None,None,True,None
AC092435.3,None,None,None,None,None,None,True,None
EDNRA,1909,18.166645,endothelin receptor type A,EDNRA,ENSG00000151617,1909,False,None
LINC02507,ENSG00000251688,26.271631,long intergenic non-protein coding RNA 2507,LINC02507,ENSG00000251688,None,False,None
AC093835.1,None,None,None,None,None,None,True,None
TMEM184C,55751,17.531776,transmembrane protein 184C,TMEM184C,ENSG00000164168,55751,False,None
PRMT9,80204,21.910027,F-box protein 11,FBXO11,ENSG00000138081,80204,False,None
ARHGAP10,57584,21.639746,Rho GTPase activating protein 21,ARHGAP21,ENSG00000107863,57584,False,None
NR3C2,4306,17.6064,nuclear receptor subfamily 3 group C member 2,NR3C2,ENSG00000151623,4306,False,None
AC069272.1,None,None,None,None,None,None,True,None
AC108935.1,None,None,None,None,None,None,True,None
AC108156.1,None,None,None,None,None,None,True,None
LINC02430,107986319,27.062708,long intergenic non-protein coding RNA 2430,LINC02430,ENSG00000250252,107986319,False,None
LINC02355,101927849,27.063152,long intergenic non-protein coding RNA 2355,LINC02355,ENSG00000248210,101927849,False,None
IQCM,285423,18.91126,IQ motif containing M,IQCM,ENSG00000234828,285423,False,None
AC093893.1,None,None,None,None,None,None,True,None
AC105343.1,None,None,None,None,None,None,True,None
DCLK2,166614,18.082708,doublecortin like kinase 2,DCLK2,ENSG00000170390,166614,False,None
LRBA,987,17.609114,LPS responsive beige-like anchor protein,LRBA,ENSG00000198589,987,False,None
AC110813.1,None,None,None,None,None,None,True,None
MAB21L2,10586,17.679441,mab-21 like 2,MAB21L2,ENSG00000181541,10586,False,None
RPS3A,6189,17.505125,ribosomal protein S3A,RPS3A,ENSG00000145425,6189,False,"[{'gene': 'ENSG00000145425'}, {'gene': 'ENSG00000292158'}]"
SH3D19,152503,17.515448,SH3 domain containing 19,SH3D19,ENSG00000109686,152503,False,"[{'gene': 'ENSG00000109686'}, {'gene': 'ENSG00000292165'}]"
AC095055.1,None,None,None,None,None,None,True,None
PRSS48,345062,19.407173,serine protease 48,PRSS48,ENSG00000189099,345062,False,"[{'gene': 'ENSG00000189099'}, {'gene': 'ENSG00000292166'}]"
AC104819.3,None,None,None,None,None,None,True,None
FAM160A1-DT,105377486,25.030231,FHIP1A divergent transcript,FHIP1A-DT,None,105377486,False,None
FAM160A1,729830,16.27645,FHF complex subunit HOOK interacting protein 1A,FHIP1A,ENSG00000164142,729830,False,None
AC092611.2,None,None,None,None,None,None,True,None
GATB,5188,15.574588,glutamyl-tRNA amidotransferase subunit B,GATB,ENSG00000059691,5188,False,None
AC092611.1,None,None,None,None,None,None,True,None
AC107074.1,None,None,None,None,None,None,True,None
AC112242.1,None,None,None,None,None,None,True,None
AC097375.2,None,None,None,None,None,None,True,None
AC097375.1,None,None,None,None,None,None,True,None
LINC02273,100996286,27.062708,long intergenic non-protein coding RNA 2273,LINC02273,ENSG00000245954,100996286,False,None
AC079340.1,None,None,None,None,None,None,True,None
AC079340.2,None,None,None,None,None,None,True,None
AC080078.1,None,None,None,None,None,None,True,None
AC080078.2,None,None,None,None,None,None,True,None
FBXW7,55294,17.56336,F-box and WD repeat domain containing 7,FBXW7,ENSG00000109670,55294,False,None
FBXW7-AS1,102191832,27.065735,FBXW7 antisense RNA 1,FBXW7-AS1,ENSG00000270751,102191832,False,None
TMEM154,201799,17.687336,transmembrane protein 154,TMEM154,ENSG00000170006,201799,False,None
AC106882.1,None,None,None,None,None,None,True,None
TIGD4,201798,18.383545,tigger transposable element derived 4,TIGD4,ENSG00000169989,201798,False,None
ARFIP1,27236,17.560728,ADP ribosylation factor interacting protein 1,ARFIP1,ENSG00000164144,27236,False,None
FHDC1,85462,17.578863,FH2 domain containing 1,FHDC1,ENSG00000137460,85462,False,None
AC093599.1,None,None,None,None,None,None,True,None
TRIM2,23321,18.130314,tripartite motif containing 2,TRIM2,ENSG00000109654,23321,False,None
MND1,84057,17.508429,meiotic nuclear divisions 1,MND1,ENSG00000121211,84057,False,None
TMEM131L,23240,17.625723,transmembrane 131 like,TMEM131L,ENSG00000121210,23240,False,None
TLR2,7097,18.00925,toll like receptor 2,TLR2,ENSG00000137462,7097,False,None
RNF175,285533,18.002966,ring finger protein 175,RNF175,ENSG00000145428,285533,False,None
AC020703.1,None,None,None,None,None,None,True,None
SFRP2,6423,17.680151,secreted frizzled related protein 2,SFRP2,ENSG00000145423,6423,False,None
AC079298.3,None,None,None,None,None,None,True,None
DCHS2,54798,17.742062,dachsous cadherin-related 2,DCHS2,ENSG00000284227,54798,False,"[{'gene': 'ENSG00000284227'}, {'gene': 'ENSG00000197410'}]"
AC079298.1,None,None,None,None,None,None,True,None
AC079298.2,None,None,None,None,None,None,True,None
PLRG1,5356,17.580696,pleiotropic regulator 1,PLRG1,ENSG00000171566,5356,False,None
FGB,2244,17.573877,fibrinogen beta chain,FGB,ENSG00000171564,2244,False,None
FGA,2243,17.73463,fibrinogen alpha chain,FGA,ENSG00000171560,2243,False,None
FGG,2266,17.576988,fibrinogen gamma chain,FGG,ENSG00000171557,2266,False,None
LRAT,9227,18.265419,lecithin retinol acyltransferase,LRAT,ENSG00000121207,9227,False,None
AC009567.1,None,None,None,None,None,None,True,None
RBM46,166863,17.611303,RNA binding motif protein 46,RBM46,ENSG00000151962,166863,False,None
AC097467.3,None,None,None,None,None,None,True,None
AC104407.1,None,None,None,None,None,None,True,None
NPY2R,4887,17.645452,neuropeptide Y receptor Y2,NPY2R,ENSG00000185149,4887,False,None
AC097467.1,None,None,None,None,None,None,True,None
MAP9,79884,17.71106,microtubule associated protein 9,MAP9,ENSG00000164114,79884,False,None
AC107208.1,None,None,None,None,None,None,True,None
GUCY1A1,2982,17.606672,guanylate cyclase 1 soluble subunit alpha 1,GUCY1A1,ENSG00000164116,2982,False,None
GUCY1B1,2983,17.49863,guanylate cyclase 1 soluble subunit beta 1,GUCY1B1,ENSG00000061918,2983,False,None
ASIC5,51802,18.279655,acid sensing ion channel subunit family member 5,ASIC5,ENSG00000256394,51802,False,"[{'gene': 'ENSG00000256394'}, {'gene': 'ENSG00000262505'}]"
TDO2,6999,18.199524,"tryptophan 2,3-dioxygenase",TDO2,ENSG00000262635,6999,False,"[{'gene': 'ENSG00000262635'}, {'gene': 'ENSG00000151790'}]"
CTSO,1513,21.387703,cathepsin K,CTSK,ENSG00000263238,1513,False,None
AC096736.3,None,None,None,None,None,None,True,None
LINC02272,ENSG00000251283,26.273949,long intergenic non-protein coding RNA 2272,LINC02272,ENSG00000251283,None,False,None
AC096736.2,None,None,None,None,None,None,True,None
AC096736.1,None,None,None,None,None,None,True,None
PDGFC,56034,17.59482,platelet derived growth factor C,PDGFC,ENSG00000145431,56034,False,None
AC092608.1,None,None,None,None,None,None,True,None
GLRB,2743,18.13052,glycine receptor beta,GLRB,ENSG00000109738,2743,False,None
GRIA2,2891,18.114504,glutamate ionotropic receptor AMPA type subunit 2,GRIA2,ENSG00000120251,2891,False,None
LINC02433,340017,27.063547,long intergenic non-protein coding RNA 2433,LINC02433,ENSG00000234111,340017,False,None
AC093817.1,None,None,None,None,None,None,True,None
FAM198B,51313,16.741865,golgi associated kinase 1B,GASK1B,ENSG00000164125,51313,False,None
FAM198B-AS1,285505,24.208166,GASK1B antisense RNA 1,GASK1B-AS1,ENSG00000248429,285505,False,None
AC098679.1,None,None,None,None,None,None,True,None
TMEM144,55314,18.1531,transmembrane protein 144,TMEM144,ENSG00000164124,55314,False,None
RXFP1,59350,17.54507,relaxin family peptide receptor 1,RXFP1,ENSG00000171509,59350,False,None
AC121161.2,None,None,None,None,None,None,True,None
C4orf46,201725,22.49962,chromosome 4 open reading frame 46,C4orf46,ENSG00000205208,201725,False,None
ETFDH,2110,17.563288,electron transfer flavoprotein dehydrogenase,ETFDH,ENSG00000171503,2110,False,None
PPID,5481,17.148933,peptidylprolyl isomerase D,PPID,ENSG00000171497,5481,False,None
FNIP2,57600,18.045263,folliculin interacting protein 2,FNIP2,ENSG00000052795,57600,False,None
C4orf45,152940,22.961317,sperm microtubule inner protein 2,SPMIP2,ENSG00000164123,152940,False,None
RAPGEF2,9693,17.952566,Rap guanine nucleotide exchange factor 2,RAPGEF2,ENSG00000109756,9693,False,None
AC074344.2,None,None,None,None,None,None,True,None
LINC02233,ENSG00000250488,26.268175,long intergenic non-protein coding RNA 2233,LINC02233,ENSG00000250488,None,False,None
LINC02477,ENSG00000249425,26.273949,long intergenic non-protein coding RNA 2477,LINC02477,ENSG00000249425,None,False,None
AC104793.1,None,None,None,None,None,None,True,None
FSTL5,56884,17.58183,follistatin like 5,FSTL5,ENSG00000168843,56884,False,None
AC023136.1,None,None,None,None,None,None,True,None
AC005150.1,None,None,None,None,None,None,True,None
AC022272.1,None,None,None,None,None,None,True,None
NAF1,10318,20.999111,TNFAIP3 interacting protein 1,TNIP1,ENSG00000145901,10318,False,None
NPY1R,4886,18.011961,neuropeptide Y receptor Y1,NPY1R,ENSG00000164128,4886,False,None
NPY5R,4889,18.183083,neuropeptide Y receptor Y5,NPY5R,ENSG00000164129,4889,False,None
TKTL2,84076,19.23288,transketolase like 2,TKTL2,ENSG00000151005,84076,False,None
TMA16,55319,17.526428,translation machinery associated 16 homolog,TMA16,ENSG00000198498,55319,False,None
MARCH1,55016,16.333338,membrane associated ring-CH-type finger 1,MARCHF1,ENSG00000145416,55016,False,None
AC093788.1,None,None,None,None,None,None,True,None
SMIM31,100505989,20.204063,small integral membrane protein 31,SMIM31,ENSG00000248771,100505989,False,None
APELA,100506013,18.038395,apelin receptor early endogenous ligand,APELA,ENSG00000248329,100506013,False,None
TRIM61,391712,21.552303,tripartite motif containing 61,TRIM61,ENSG00000183439,391712,False,None
FAM218A,152756,24.565306,family with sequence similarity 218 member A,FAM218A,ENSG00000250486,152756,False,None
AC106872.10,None,None,None,None,None,None,True,None
TRIM60,166655,21.15957,tripartite motif containing 60,TRIM60,ENSG00000176979,166655,False,None
TRIM75P,391714,25.039667,tripartite motif containing 75,TRIM75,ENSG00000250374,391714,False,None
TMEM192,201931,17.594423,transmembrane protein 192,TMEM192,ENSG00000170088,201931,False,None
KLHL2,11275,17.625032,kelch like family member 2,KLHL2,ENSG00000109466,11275,False,None
GK3P,2713,23.274025,glycerol kinase 3,GK3,ENSG00000229894,2713,False,None
MSMO1,6307,17.685438,methylsterol monooxygenase 1,MSMO1,ENSG00000052802,6307,False,None
CPE,1363,17.599422,carboxypeptidase E,CPE,ENSG00000109472,1363,False,None
LINC01179,101928151,27.063105,long intergenic non-protein coding RNA 1179,LINC01179,ENSG00000249500,101928151,False,None
TLL1,7092,17.711723,tolloid like 1,TLL1,ENSG00000038295,7092,False,None
AC097487.1,None,None,None,None,None,None,True,None
SPOCK3,50859,17.660778,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3",SPOCK3,ENSG00000196104,50859,False,None
AC079349.1,None,None,None,None,None,None,True,None
AC116634.1,None,None,None,None,None,None,True,None
ANXA10,11199,18.248938,annexin A10,ANXA10,ENSG00000109511,11199,False,None
DDX60,55601,19.293541,DExD/H-box helicase 60,DDX60,ENSG00000137628,55601,False,None
DDX60L,91351,21.876646,DExD/H-box 60 like,DDX60L,ENSG00000181381,91351,False,None
PALLD,23022,17.595263,"palladin, cytoskeletal associated protein",PALLD,ENSG00000129116,23022,False,None
AC079858.1,None,None,None,None,None,None,True,None
AC080188.1,None,None,None,None,None,None,True,None
CBR4,84869,17.64458,carbonyl reductase 4,CBR4,ENSG00000145439,84869,False,None
AC021151.1,None,None,None,None,None,None,True,None
SH3RF1,57630,17.620619,SH3 domain containing ring finger 1,SH3RF1,ENSG00000154447,57630,False,None
AC096741.1,None,None,None,None,None,None,True,None
NEK1,4750,17.524225,NIMA related kinase 1,NEK1,ENSG00000137601,4750,False,None
CLCN3,1182,17.555841,chloride voltage-gated channel 3,CLCN3,ENSG00000109572,1182,False,None
HPF1,55769,22.68645,zinc finger protein 83,ZNF83,ENSG00000167766,55769,False,None
LINC02275,100506085,27.063152,long intergenic non-protein coding RNA 2275,LINC02275,ENSG00000248319,100506085,False,None
AC084866.2,None,None,None,None,None,None,True,None
AC084866.1,None,None,None,None,None,None,True,None
MFAP3L,9848,17.62294,microfibril associated protein 3 like,MFAP3L,ENSG00000198948,9848,False,None
AADAT,51166,17.682579,aminoadipate aminotransferase,AADAT,ENSG00000109576,51166,False,None
LINC01612,101928223,27.062708,long intergenic non-protein coding RNA 1612,LINC01612,ENSG00000250266,101928223,False,None
LINC02512,ENSG00000251061,26.270922,long intergenic non-protein coding RNA 2512,LINC02512,ENSG00000251061,None,False,None
LINC02382,100506107,27.065735,long intergenic non-protein coding RNA 2382,LINC02382,ENSG00000250968,100506107,False,None
LINC02431,100506122,27.063105,long intergenic non-protein coding RNA 2431,LINC02431,ENSG00000248872,100506122,False,None
LINC02504,101928288,27.065735,long intergenic non-protein coding RNA 2504,LINC02504,ENSG00000248339,101928288,False,None
AC074254.1,None,None,None,None,None,None,True,None
LINC02174,105377536,27.065735,long intergenic non-protein coding RNA 2174,LINC02174,ENSG00000249297,105377536,False,None
GALNTL6,442117,17.990215,polypeptide N-acetylgalactosaminyltransferase like 6,GALNTL6,ENSG00000174473,442117,False,None
AC105285.1,None,None,None,None,None,None,True,None
GALNT7,117248,22.44018,polypeptide N-acetylgalactosaminyltransferase 15,GALNT15,ENSG00000131386,117248,False,None
AC097534.1,None,None,None,None,None,None,True,None
HMGB2,3148,18.266127,high mobility group box 2,HMGB2,ENSG00000164104,3148,False,None
AC097534.2,None,None,None,None,None,None,True,None
SAP30,8819,18.124172,Sin3A associated protein 30,SAP30,ENSG00000164105,8819,False,None
SCRG1,11341,18.170101,stimulator of chondrogenesis 1,SCRG1,ENSG00000164106,11341,False,None
AC093849.1,None,None,None,None,None,None,True,None
HAND2,9464,17.699429,heart and neural crest derivatives expressed 2,HAND2,ENSG00000164107,9464,False,None
HAND2-AS1,79804,27.063152,HAND2 antisense RNA 1,HAND2-AS1,ENSG00000237125,79804,False,None
AC106895.1,None,None,None,None,None,None,True,None
LINC02269,101928478,27.063152,long intergenic non-protein coding RNA 2269,LINC02269,ENSG00000250708,101928478,False,None
AC106895.2,None,None,None,None,None,None,True,None
LINC02268,101928509,27.065735,long intergenic non-protein coding RNA 2268,LINC02268,ENSG00000248174,101928509,False,None
AC012055.1,None,None,None,None,None,None,True,None
AC012055.2,None,None,None,None,None,None,True,None
FBXO8,26269,17.638712,F-box protein 8,FBXO8,ENSG00000164117,26269,False,None
CEP44,80817,17.646955,centrosomal protein 44,CEP44,ENSG00000164118,80817,False,None
AC116616.1,None,None,None,None,None,None,True,None
HPGD,3248,17.592865,15-hydroxyprostaglandin dehydrogenase,HPGD,ENSG00000164120,3248,False,None
AC096751.2,None,None,None,None,None,None,True,None
GLRA3,8001,17.675303,glycine receptor alpha 3,GLRA3,ENSG00000145451,8001,False,None
ADAM29,11086,19.699736,ADAM metallopeptidase domain 29,ADAM29,ENSG00000168594,11086,False,None
AC105914.2,None,None,None,None,None,None,True,None
AC095050.1,None,None,None,None,None,None,True,None
AC131094.1,None,None,None,None,None,None,True,None
GPM6A,2823,18.15684,glycoprotein M6A,GPM6A,ENSG00000150625,2823,False,None
AC097537.1,None,None,None,None,None,None,True,None
WDR17,116966,17.604038,WD repeat domain 17,WDR17,ENSG00000150627,116966,False,None
SPATA4,132851,17.866026,spermatogenesis associated 4,SPATA4,ENSG00000150628,132851,False,None
ASB5,140458,18.170395,ankyrin repeat and SOCS box containing 5,ASB5,ENSG00000164122,140458,False,None
AC019163.1,None,None,None,None,None,None,True,None
SPCS3,60559,17.562977,signal peptidase complex subunit 3,SPCS3,ENSG00000129128,60559,False,None
AC093801.1,None,None,None,None,None,None,True,None
VEGFC,7424,17.617577,vascular endothelial growth factor C,VEGFC,ENSG00000150630,7424,False,None
AC092673.1,None,None,None,None,None,None,True,None
LINC02509,105377556,27.063152,long intergenic non-protein coding RNA 2509,LINC02509,ENSG00000250263,105377556,False,None
AC097518.1,None,None,None,None,None,None,True,None
NEIL3,55247,17.57795,nei like DNA glycosylase 3,NEIL3,ENSG00000109674,55247,False,None
AC027627.1,None,None,None,None,None,None,True,None
AGA,175,17.561039,aspartylglucosaminidase,AGA,ENSG00000038002,175,False,None
AC078881.1,None,None,None,None,None,None,True,None
AC103879.1,None,None,None,None,None,None,True,None
LINC01098,285501,27.065735,long intergenic non-protein coding RNA 1098,LINC01098,ENSG00000231171,285501,False,None
LINC01099,101928656,27.063152,long intergenic non-protein coding RNA 1099,LINC01099,ENSG00000251504,101928656,False,None
AC020551.1,None,None,None,None,None,None,True,None
AC104803.1,None,None,None,None,None,None,True,None
LINC00290,728081,27.063547,long intergenic non-protein coding RNA 290,LINC00290,ENSG00000248197,728081,False,None
LINC02500,ENSG00000249460,26.271759,long intergenic non-protein coding RNA 2500,LINC02500,ENSG00000249460,None,False,None
TEMN3-AS1,105377573,25.043629,TENM3 antisense transcript 2,TENM3-AS2,ENSG00000251336,105377573,False,None
AC098864.1,None,None,None,None,None,None,True,None
TENM3,55714,17.78751,teneurin transmembrane protein 3,TENM3,ENSG00000218336,55714,False,None
AC079226.2,None,None,None,None,None,None,True,None
AC079226.1,None,None,None,None,None,None,True,None
AC079766.1,None,None,None,None,None,None,True,None
DCTD,1635,17.573399,dCMP deaminase,DCTD,ENSG00000129187,1635,False,None
AC019193.3,None,None,None,None,None,None,True,None
AC019193.2,None,None,None,None,None,None,True,None
WWC2-AS2,152641,27.063105,WWC2 antisense RNA 2,WWC2-AS2,ENSG00000251359,152641,False,None
WWC2,80014,18.186443,WW and C2 domain containing 2,WWC2,ENSG00000151718,80014,False,None
WWC2-AS1,101928734,27.065735,WWC2 antisense RNA 1,WWC2-AS1,ENSG00000251128,101928734,False,None
CLDN22,53842,20.46736,claudin 22,CLDN22,ENSG00000177300,53842,False,None
CLDN24,100132463,21.206194,claudin 24,CLDN24,ENSG00000185758,100132463,False,None
CDKN2AIP,55602,17.746809,CDKN2A interacting protein,CDKN2AIP,ENSG00000168564,55602,False,None
AC107214.1,None,None,None,None,None,None,True,None
ING2,54556,21.1833,inhibitor of growth family member 3,ING3,ENSG00000071243,54556,False,None
AC107214.2,None,None,None,None,None,None,True,None
RWDD4,201965,18.179283,RWD domain containing 4,RWDD4,ENSG00000182552,201965,False,None
TRAPPC11,60684,17.572319,trafficking protein particle complex subunit 11,TRAPPC11,ENSG00000168538,60684,False,None
AC108477.1,None,None,None,None,None,None,True,None
STOX2,56977,18.120104,storkhead box 2,STOX2,ENSG00000173320,56977,False,None
ENPP6,133121,17.604086,ectonucleotide pyrophosphatase/phosphodiesterase 6,ENPP6,ENSG00000164303,133121,False,None
LINC02363,728175,27.063152,long intergenic non-protein coding RNA 2363,LINC02363,ENSG00000180712,728175,False,None
LINC02362,ENSG00000249096,26.273949,long intergenic non-protein coding RNA 2362,LINC02362,ENSG00000249096,None,False,None
IRF2,3660,17.816792,interferon regulatory factor 2,IRF2,ENSG00000168310,3660,False,None
LINC02427,ENSG00000271538,26.273949,long intergenic non-protein coding RNA 2427,LINC02427,ENSG00000271538,None,False,None
LINC02365,105377586,27.065735,long intergenic non-protein coding RNA 2365,LINC02365,ENSG00000254233,105377586,False,None
CASP3,836,18.020449,caspase 3,CASP3,ENSG00000164305,836,False,None
PRIMPOL,201973,17.151676,primase and DNA directed polymerase,PRIMPOL,ENSG00000164306,201973,False,None
CENPU,79682,17.664944,centromere protein U,CENPU,ENSG00000151725,79682,False,None
ACSL1,2180,18.176645,acyl-CoA synthetase long chain family member 1,ACSL1,ENSG00000151726,2180,False,None
AC084871.2,None,None,None,None,None,None,True,None
MIR3945HG,731424,27.06384,MIR3945 host gene,MIR3945HG,ENSG00000251230,731424,False,None
LINC01093,100506229,27.06384,long intergenic non-protein coding RNA 1093,LINC01093,ENSG00000249173,100506229,False,None
LINC02437,ENSG00000248517,26.271315,long intergenic non-protein coding RNA 2437,LINC02437,ENSG00000248517,None,False,None
HELT,391723,17.622643,helt bHLH transcription factor,HELT,ENSG00000187821,391723,False,None
LINC02436,101928877,27.063547,long intergenic non-protein coding RNA 2436,LINC02436,ENSG00000250754,101928877,False,None
SLC25A4,291,17.582512,solute carrier family 25 member 4,SLC25A4,ENSG00000151729,291,False,None
CFAP97,57587,17.58114,cilia and flagella associated protein 97,CFAP97,ENSG00000164323,57587,False,None
SNX25,83891,17.57245,sorting nexin 25,SNX25,ENSG00000109762,83891,False,None
LRP2BP,353322,21.283056,ankyrin repeat domain 37,ANKRD37,ENSG00000186352,353322,False,None
AC112722.1,None,None,None,None,None,None,True,None
ANKRD37,353322,18.061127,ankyrin repeat domain 37,ANKRD37,ENSG00000186352,353322,False,None
UFSP2,55325,17.609406,UFM1 specific peptidase 2,UFSP2,ENSG00000109775,55325,False,None
C4orf47,441054,22.67047,cilia and flagella associated protein 96,CFAP96,ENSG00000205129,441054,False,None
CCDC110,256309,18.730587,coiled-coil domain containing 110,CCDC110,ENSG00000168491,256309,False,None
AC106897.1,None,None,None,None,None,None,True,None
PDLIM3,27295,18.06933,PDZ and LIM domain 3,PDLIM3,ENSG00000154553,27295,False,None
SORBS2,8470,18.130255,sorbin and SH3 domain containing 2,SORBS2,ENSG00000154556,8470,False,None
AC093797.1,None,None,None,None,None,None,True,None
AC108472.1,None,None,None,None,None,None,True,None
AC096659.1,None,None,None,None,None,None,True,None
TLR3,7098,17.54507,toll like receptor 3,TLR3,ENSG00000164342,7098,False,None
FAM149A,25854,18.005959,family with sequence similarity 149 member A,FAM149A,ENSG00000109794,25854,False,None
